Folder Number;Image Number;Image Description ;Date;License;Place;Specific Location;Place in TWKM Database;Holder;Distinct Holder Name ;Holder in TWKM Website;Archaeological Site;Distinct Archaeological Site Name;Archaeological Site in TWKM Website;Archaeological Site in TWKM Database;Artefact Name;Distinct Artefact Name;Artefact Type;Artefact Type in TWKM Database;Artefact in TWKM Database;Catalogue Number;Publication;Zotero-ID;Inventory Number;Note;Creator of Image;Publications;Collection ;Editing State
1;KHM_1978_F49_R01_04;Xcocha, East Capital, Front side;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcocha;XCA;http://mayawoerterbuch.de/sites/xcocha/;;Xcocha, East Capital;XCA: E. Cap. Building of the Glyphic Band;Capital;http://idiom-projekt.de/voc/artefacttype/concept000083;;;Pollock, Harry E. D. (1980): The Puuc: An Architectural Survey of the Hill Country of Yucatan and Northern Campeche, Mexico. Memoirs of the Peabody Museum of Archaeology and Ethnology, Harvard University 19. Peabody Museum, Cambridge, MA. Figure 856.;idiom_bibliography/items/itemKey/86BPDRK2;;Building of the Glyphic Band;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R01_05;Xcocha, Column 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcocha;XCA;http://mayawoerterbuch.de/sites/xcocha/;;Xcocha, West Column;XCA: W. Col. Building of the Glyphic Band;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Pollock, Harry E. D. (1980): The Puuc: An Architectural Survey of the Hill Country of Yucatan and Northern Campeche, Mexico. Memoirs of the Peabody Museum of Archaeology and Ethnology, Harvard University 19. Peabody Museum, Cambridge, MA. Figure 856. Further publication: Mayer, Karl Herbert    1981  Classic Maya Relief Columns. Acoma Books, Ramona, CA.;idiom_bibliography/items/itemKey/86BPDRK2;;Building of the Glyphic Band;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R01_05;Xcocha, East Capital, Front side;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcocha;XCA;http://mayawoerterbuch.de/sites/xcocha/;;Xcocha, East Capital;XCA: E. Cap. Building of the Glyphic Band;Capital;http://idiom-projekt.de/voc/artefacttype/concept000083;;;Pollock, Harry E. D. (1980): The Puuc: An Architectural Survey of the Hill Country of Yucatan and Northern Campeche, Mexico. Memoirs of the Peabody Museum of Archaeology and Ethnology, Harvard University 19. Peabody Museum, Cambridge, MA. Figure 856.;idiom_bibliography/items/itemKey/86BPDRK2;;Building of the Glyphic Band;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R02_06;Xculoc, Left Column;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xculoc;XCL;http://mayawoerterbuch.de/sites/xculoc/;;Xculoc, Column;XCL: L. Col. Building of the Sculptured Columns;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Pollock, Harry E. D. (1980): The Puuc: An Architectural Survey of the Hill Country of Yucatan and Northern Campeche, Mexico. Memoirs of the Peabody Museum of Archaeology and Ethnology, Harvard University 19. Peabody Museum, Cambridge, MA. Figure 629.;idiom_bibliography/items/itemKey/86BPDRK2;;Building of the Sculptured Columns;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R02_07;Xculoc, Right Column;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xculoc;XCL;http://mayawoerterbuch.de/sites/xculoc/;;Xculoc, Column;XCL: R. Col. Building of the Sculptured Columns;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Pollock, Harry E. D. (1980): The Puuc: An Architectural Survey of the Hill Country of Yucatan and Northern Campeche, Mexico. Memoirs of the Peabody Museum of Archaeology and Ethnology, Harvard University 19. Peabody Museum, Cambridge, MA. Figure 629.;idiom_bibliography/items/itemKey/86BPDRK2;;Building of the Sculptured Columns;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R02_08;Xcalumkin, Panel 7;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcalumkin;XLM;http://mayawoerterbuch.de/sites/holactun/;;Xcalumkin, Panel 7;XLM: Pan. 7;Panel;http://idiom-projekt.de/voc/artefacttype/concept000076;;;Graham, Ian, Eric von Euw (1992): Corpus of Maya Hieroglyphic Inscriptions, Volume 4, Part 3: Uxmal, Xcalumkin. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA.;idiom_bibliography/items/itemKey/6M2SXN7V;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R03_14;Xcalumkin, Jamb 7;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcalumkin;XLM;http://mayawoerterbuch.de/sites/holactun/;;Xcalumkin, Jamb 7;XLM: Jmb. 7;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Graham, Ian, Eric von Euw (1992): Corpus of Maya Hieroglyphic Inscriptions, Volume 4, Part 3: Uxmal, Xcalumkin. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA.;idiom_bibliography/items/itemKey/6M2SXN7V;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R03_15;Itzimte-Bolonchen, Lintel 1, Underside, Detail;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Itzimte-Bolonchen;ITB;http://mayawoerterbuch.de/sites/itzimte-bolonchen/;;Itzimte-Bolonchen, Lintel 1;ITB: Lnt. 1;Lintel;http://idiom-projekt.de/voc/artefacttype/concept000084;;;von Euw, Eric (1977): Corpus of Maya Hieroglyphic Inscriptions, Volume 4, Part 1: Itzimte, Pixoy, Tzum. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA. ;idiom_bibliography/items/itemKey/J3NAFBEX;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R03_17;Xcalumkin, Column 6;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcalumkin;XLM;http://mayawoerterbuch.de/sites/holactun/;;Xcalumkin, Column 6;XLM: Col. 6;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Graham, Ian, Eric von Euw (1992): Corpus of Maya Hieroglyphic Inscriptions, Volume 4, Part 3: Uxmal, Xcalumkin. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA.;idiom_bibliography/items/itemKey/6M2SXN7V;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R04_18;PNK, Column;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Column;PNK: KHM 3 - 28;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;KHM 3 - 28;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 66.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R04_19;PNK, Column;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Column;PNK: KHM 6 - 42;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;KHM 6 - 42;Mayer, Karl Herbert (1991): Maya Monuments: Sculptures of Unknown Provenance, Supplement 3. Maya Monuments 6. Von Flemming, Berlin.  Plates 172-174.;idiom_bibliography/items/itemKey/F322QJFX;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R04_20;PNK, Column;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Column;PNK: KHM 3 - 27;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;KHM 3 - 27;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 65.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R04_21;Edzna, Stela 15;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 15;ETZ: St. 15;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R04_22;Edzna, Stela 15;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 15;ETZ: St. 15;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R04_23;Yaxcabakal, Column 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Yalcabakal;YLC;http://mayawoerterbuch.de/sites/yalcabakal/;;Yalcabakal, Column 1;YLC: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Mayer, Karl Herbert (1981): Classic Maya Relief Columns. Acoma Books, Ramona, CA. ;idiom_bibliography/items/itemKey/R7FGU57N;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R05_24;Kayal, Jamb 2;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 2;KYL: Jmb. 2;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 31.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R05_25;Dzibilnocac, Stela 1, Central fragment, Front side;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R05_26;Acanmul, Column 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Acanmul;ACN;http://mayawoerterbuch.de/sites/acanmul/;;Acanmul, Column 1;ACN: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R05_27;Kayal, Jamb 3;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 3;KYL: Jmb. 3;;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 32.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R05_28;Dzibilnocac, Stela 1, Central fragment, Front side;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R05_29;Acanmul, Column 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Acanmul;ACN;http://mayawoerterbuch.de/sites/acanmul/;;Acanmul, Column 1;ACN: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R06_30;Kayal, Jamb 3;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 3;KYL: Jmb. 3;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 32.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R06_31;Dzibilnocac, Stela 1, Central fragment, Front side;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R06_32;Dzibilnocac, Stela 1, Central fragment, Front side;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R06_33;Yaxcabakal, Column 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Yalcabakal;YLC;http://mayawoerterbuch.de/sites/yalcabakal/;;Yalcabakal, Column 1;YLC: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Mayer, Karl Herbert (1981): Classic Maya Relief Columns. Acoma Books, Ramona, CA. ;idiom_bibliography/items/itemKey/R7FGU57N;;Provenance hypothetical;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R07_34;Kayal, Jamb 2;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 2;KYL: Jmb. 2;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 31.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R07_35;Kayal, Jamb 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 1;KYL: Jmb. 1;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 30.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49_R07_37;Yaxcabakal, Column 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Yalcabakal;YLC;http://mayawoerterbuch.de/sites/yalcabakal/;;Yalcabakal, Column 1;YLC: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Mayer, Karl Herbert (1981): Classic Maya Relief Columns. Acoma Books, Ramona, CA. ;idiom_bibliography/items/itemKey/R7FGU57N;;Provenance hypothetical;Karl Herbert Mayer;;BS;public
1;KHM_1978_F49(2)_R01_01;Yaxcabakal, Column 1;1978;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Yalcabakal;YLC;http://mayawoerterbuch.de/sites/yalcabakal/;;Yalcabakal, Column 1;YLC: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Mayer, Karl Herbert (1981): Classic Maya Relief Columns. Acoma Books, Ramona, CA. ;idiom_bibliography/items/itemKey/R7FGU57N;;Provenance hypothetical;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R04_19;Kayal, Jamb 3;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 3;KYL: Jmb. 3;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 32.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R04_20;Dzibilnocac, Stela 1, Central fragment, Left side;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R04_21;Dzibilnocac, Stela 1, Central fragment, Front side;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R04_22;Dzibilnocac, Stela 1, Central fragment, Right side;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R04_23;Dzibilnocac, Stela 1, Central fragment, Front side;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R05_24;Yaxcabakal, Column 1;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Yalcabakal;YLC;http://mayawoerterbuch.de/sites/yalcabakal/;;Yalcabakal, Column 1;YLC: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Mayer, Karl Herbert (1981): Classic Maya Relief Columns. Acoma Books, Ramona, CA. ;idiom_bibliography/items/itemKey/R7FGU57N;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R05_25;Yaxcabakal, Column 1;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Yalcabakal;YLC;http://mayawoerterbuch.de/sites/yalcabakal/;;Yalcabakal, Column 1;YLC: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Mayer, Karl Herbert (1981): Classic Maya Relief Columns. Acoma Books, Ramona, CA. ;idiom_bibliography/items/itemKey/R7FGU57N;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R05_26;Kayal, Jamb 2;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 2;KYL: Jmb. 2;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 31.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R05_27;Kayal, Jamb 1;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 1;KYL: Jmb. 1;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 31.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R05_28;Acanmul, Column 1;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Acanmul;ACN;http://mayawoerterbuch.de/sites/acanmul/;;Acanmul, Column 1;ACN: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;;;;;Karl Herbert Mayer;;BS;public
1;KHM_1980_F81_R05_29;Acanmul, Column 1;1980;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Acanmul;ACN;http://mayawoerterbuch.de/sites/acanmul/;;Acanmul, Column 1;ACN: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;;;;;Karl Herbert Mayer;;BS;public
